nearby_sites,ratio_lcluster,ratio_rcluster,longest_clip_len,ratio_low_MAPQ,clip_pos_std,lclip,rclip,cr_SVA,cns_SVA,ldisc_SVA,rdisc_SVA,dr_SVA,cns_std_l_polyA,cns_std_r_polyA
1,0.0,1.0,66,0.0,9.5,0.06053268765133172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,42,0.0,5.02,0.0,0.49019607843137253,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0,0.0,16.54,0.04962779156327544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,1.0,15,0.0,9.5,0.056657223796034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,18,0.0,15.92,0.012042389210019266,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,7,0.0853658536585365,16.29,0.036101083032490974,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,20,0.08,0.0,0.0,0.09765625,0.0,0.0,0.0,0.0,0.0,0.0,0.09765625
1,0.0,0.0,34,0.0,5.33,0.5050505050505051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,32,0.0,5.98,0.47619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,35,0.0231213872832369,15.11,0.02793296089385475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02956830277942046
0,0.0,0.0,20,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0
0,0.0,0.0,41,0.0,0.0,0.40567951318458423,0.24732069249793898,0.0,0.5714285714285714,0.0,0.0,0.0,0.20283975659229211,0.0
6,0.0,0.0,43,0.0051546391752577,15.97,0.0,0.05913660555884093,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,1,0.0,16.24,0.008873114463176575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,49,0.0,15.1,0.0,0.015271838729383017,0.0,0.0,0.0,0.0,0.0,0.01295001295001295,0.0076359193646915085
1,0.0,0.0,31,0.0,15.1,0.02745744096650192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,0,0.0,9.5,0.0,0.267379679144385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,53,0.0828402366863905,15.32,0.017094017094017096,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,2,0.0427807486631016,17.73,0.06788866259334692,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,70,0.0,9.66,0.544464609800363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0,0.1,17.26,0.0,2.3255813953488373,0.0,0.25,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,25,0.0,21.09,0.0,0.11127596439169139,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,28,0.0,14.19,0.06053268765133172,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.039032006245121
0,0.0,0.0,15,0.0,0.0,0.35211267605633806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,32,0.5789473684210527,0.0,0.0,1.923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0,0.074074074074074,18.87,0.0,0.11655011655011654,0.0,0.5,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,38,0.0,15.36,0.0,0.015151515151515152,0.0,0.5,0.0,0.0,0.0,0.010813148788927335,0.0
0,0.0,0.0,16,0.054054054054054,0.0,0.33112582781456956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,46,0.0,27.6,0.0,0.019739439399921045,0.0,0.0,0.0,0.0,0.0,0.0,0.019739439399921045
0,1.0,0.0,35,0.0,0.0,20.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0
1,0.0,1.0,0,0.0,10.0,0.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,13,0.0,6.05,0.4854368932038835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,23,0.0,4.84,50.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,43,0.0,23.1,0.0736105999263894,0.0,0.0,0.0,0.0,0.0,0.0,0.0368052999631947,0.0
3,0.0,0.0,29,0.0254237288135593,15.77,0.0,0.017705382436260624,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,20,0.0163934426229508,20.0,0.01815541031227306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,26,0.0,16.01,0.02103491796381994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,19,0.2198581560283688,15.43,0.04149377593360996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,36,0.0,22.81,0.9803921568627451,0.0,0.0,0.0,0.0,0.0,0.0,0.49019607843137253,0.0
1,0.0,0.0,18,0.1,15.0,0.0,0.2252252252252252,0.0,0.0,0.0,0.0,0.0,0.0,0.2252252252252252
1,1.0,0.3333333333333333,33,0.0,14.21,0.12605042016806722,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0,0.0,16.77,0.0,0.16181229773462785,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0,0.0075471698113207,16.32,0.022461814914645103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,20,0.2777777777777778,8.62,0.1941747572815534,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,48,0.2038461538461538,19.46,0.0,0.027056277056277056,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,1.0,0.0,5,0.0,7.71,0.0,0.5928853754940712,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,20,0.0,9.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,1.0,17,0.0,0.0,0.05910165484633569,0.0,0.0,0.0,0.0,0.0,0.0,0.05910165484633569,0.0
2,0.0,0.0,35,0.0,15.71,0.0,0.022639800769753225,0.0,0.0,0.0,0.0,0.0,0.0,0.011319900384876612
4,0.0,0.0,22,0.0333333333333333,15.73,0.07052186177715092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,17,0.19607843137254896,16.21,0.0,0.06085192697768763,0.0,3.3333333333333335,0.0,0.0,0.0,0.16286644951140064,0.0
0,0.0,0.0,40,0.0857142857142857,0.0,0.7205764611689351,0.09208103130755065,0.0,0.75,0.0,0.0,0.0,0.0,0.09208103130755065
1,0.0,0.0,0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,45,0.1434977578475336,14.68,0.0,0.043535045711798,0.0,0.0,0.0,0.0,0.0,0.0,0.021767522855899
1,0.0,0.0,24,0.0,15.83,0.036118468576932336,0.0,0.0,0.0,0.0,0.0,0.0,0.012039489525644112,0.0
2,0.0,0.0,27,0.0047846889952153,15.74,0.0,0.01260716086737267,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.5,48,0.0,0.0,0.05399568034557235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,19,0.0,12.17,0.10395010395010396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,28,0.0,15.02,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,1.0,1,0.0,17.44,0.5154639175257733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0,0.0,14.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,47,0.0,14.42,0.033311125916055964,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,34,0.0,14.68,0.03415300546448087,0.0,0.0,0.0,0.0,0.0,0.0,0.03415300546448087,0.0
2,1.0,0.0,35,0.0,20.04,0.0,0.08488964346349746,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,42,0.0,10.0,0.0,0.0831946755407654,0.0,0.0,0.0,0.0,0.0,0.0,0.0831946755407654
1,0.0,0.0,0,0.0,17.25,0.0,0.9615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,14,0.0,9.5,0.9433962264150942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,23,0.0,0.0,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.3333333333333333
2,0.0,0.0,20,0.0,38.78,0.033647375504710635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,11,0.0869565217391304,31.65,0.22727272727272727,0.0,0.0,1.0,0.0,0.0,0.0,0.11363636363636363,0.0
4,0.0,0.0,4,0.0112676056338028,16.49,0.0,0.017421602787456445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,58,0.0,6.86,0.07674597083653109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,15,0.0,9.44,0.7142857142857143,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,17,0.0,12.2,0.10141987829614606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.3333333333333333,0.5,49,0.2321428571428571,24.75,0.04496402877697842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,18,0.1965811965811965,0.0,0.0,0.0998003992015968,0.0,0.5,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,21,0.1061946902654867,15.14,0.046707146193367584,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0,0.0,16.0,0.0,0.012536041118214868,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,20,0.0,5.87,0.0,0.38167938931297707,0.0,0.0,0.0,0.0,0.0,0.0,0.38167938931297707
1,0.0,0.0,0,0.0,16.65,0.0,0.11792452830188678,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0,0.0,16.57,0.0,0.0945179584120983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0,0.0,0.0,0.0,0.8064516129032259,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,35,0.0337078651685393,14.89,0.030376670716889428,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.03106554830692762
2,0.0,0.0,0,0.0106951871657754,16.07,0.0,0.028702640642939148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,28,0.0,0.0,0.47619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0,0.2033898305084746,16.42,0.026595744680851064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,1.0,9,0.1578947368421052,14.72,3.9473684210526314,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,58,0.0,7.57,0.0,0.10080645161290323,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,22,0.0,8.58,0.1336898395721925,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,29,0.0,11.87,0.08116883116883117,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0,0.0,1.0,36,0.0,0.0,0.0,0.1287001287001287,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,33,0.0363636363636363,14.7,0.04098360655737705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014080540692762603
2,1.0,0.0,1,0.1135371179039301,15.92,0.024937655860349125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.5,20,0.0,10.41,0.36496350364963503,0.38880248833592534,0.05555555555555555,0.7777777777777778,0.0,0.04562043795620438,0.5,0.2737226277372263,0.0
0,0.0,0.0,32,0.0,0.0,0.16025641025641024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,1,0.0,17.22,1.5873015873015872,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0,0.0,16.94,0.0,0.03620564808110065,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,20,0.0,9.49,0.12987012987012986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,22,0.0,0.0,0.3731343283582089,0.0,0.0,0.5,0.0,0.0,0.0,0.3731343283582089,0.0
0,0.0,0.0,18,0.0,0.0,0.10989010989010989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,33,0.11650485436893199,13.2,0.0,0.06611570247933884,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,24,0.0,2.0,0.0,0.03546099290780142,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,30,0.0,15.14,0.02927400468384075,0.0,0.0,0.0,0.0,0.0,0.0,0.02927400468384075,0.0
3,0.0,0.0,47,0.0,10.9,0.0463821892393321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,18,0.0666666666666666,10.0,0.4807692307692307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,25,0.1666666666666666,5.07,1.3513513513513513,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,19,0.0,5.4,0.0,0.044208664898320066,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,39,0.0833333333333333,29.45,0.0651890482398957,0.0,0.0,0.0,0.0,0.0,0.0,0.03259452411994785,0.0
1,0.0,0.0,46,0.0,7.35,0.0,0.09345794392523366,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,49,0.0,15.21,0.0,0.0273224043715847,0.0,0.5,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,79,0.0,10.53,0.6493506493506493,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,45,0.0233463035019455,15.29,0.0,0.024770869457517962,0.0,4.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,17,0.0,15.63,0.0,0.04338394793926247,0.0,0.0,0.0,0.0,0.0,0.0,0.04338394793926247
4,0.0,0.0,3,0.0,16.23,0.028604118993135013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1.0,0.0,46,0.0148148148148148,14.67,0.0,0.1843506759524785,0.1111111111111111,0.5555555555555556,0.020483408439164276,0.0,1.0,0.0,0.0
3,0.0,0.0,42,0.0,5.86,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,14,0.0,0.0,1.1904761904761905,0.7142857142857143,0.0,0.5,0.0,0.0,0.0,1.1904761904761905,0.0
1,0.0,0.0,78,0.0,5.58,0.0945179584120983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,29,0.0,5.73,0.24390243902439027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.0,1.0,40,0.0,15.67,0.0,0.026932399676811204,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,7,0.0,15.5,0.0,0.08976660682226212,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,29,0.0,15.86,0.0,0.037993920972644375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,17,0.2807017543859649,14.73,0.12195121951219513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,48,0.1333333333333333,4.94,0.4716981132075471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,1.0,2,0.2222222222222222,14.14,0.28735632183908044,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,19,0.0,15.78,0.028481913984619765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,37,0.0,6.17,0.6493506493506493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,18,0.0,0.0,0.11325028312570781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,53,0.0121951219512195,13.04,0.0,0.014060742407199098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,18,0.0,0.0,0.0,0.06180469715698393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,16,0.0,0.0,0.1545595054095827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.0,1.0,3,0.0,9.06,0.07892659826361484,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,18,0.0,0.0,0.13089005235602094,0.0,0.0,0.0,0.0,0.0,0.0,0.13089005235602094,0.0
2,0.0,0.0,20,0.0,9.2,0.3225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,17,0.1063829787234042,12.42,0.0,0.046860356138706656,1.0,4.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,17,0.0,15.95,0.03141690229343387,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,44,0.0100502512562814,4.5,0.0,0.03424657534246575,0.0,0.0,0.0,0.0,0.0,0.0,0.017123287671232876
0,0.0,1.0,46,0.0338983050847457,0.0,3.7848605577689245,0.0,0.0,0.3157894736842105,0.0,0.0,0.0,0.9960159362549802,0.0
1,0.0,0.0,0,0.0,16.49,0.0,0.13054830287206265,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,41,0.0,9.5,0.14662756598240467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,33,0.0,19.2,0.03552397868561279,0.0,0.0,0.0,0.0,0.0,0.0,0.017761989342806397,0.0
2,0.0,0.0,0,0.0,16.52,0.0,0.1288659793814433,0.0,0.5,0.0,0.0,0.0,0.0,0.0
1,0.0,1.0,3,0.0,10.0,0.08857395925597875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0,0.0,11.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,36,0.0,15.69,0.014042971492767871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,15,0.0,9.5,0.20920502092050208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0,0.0,17.7,0.0,0.04180602006688963,0.0,5.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,31,0.0,5.49,0.6172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,26,0.1282051282051282,7.7,0.0,0.1706484641638225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,29,0.0,14.73,0.0,0.03735524841240194,0.0,0.0,0.0,0.0,0.0,0.0,0.01867762420620097
1,0.0,0.0,19,0.0,9.8,0.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,80,0.0,11.18,0.0,0.06578947368421052,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,16,0.0,16.12,0.03228931223764934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,15,0.3333333333333333,6.36,0.0,0.5102040816326531,0.0,1.0,0.0,0.0,0.0,0.4587155963302752,0.0
2,0.0,0.0,41,0.6396396396396397,6.73,0.3225806451612903,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,29,0.3103448275862069,14.03,0.07204610951008646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018335166850018337
2,0.0,0.0,31,0.0,8.64,0.1160092807424594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0,0.0,16.61,0.0,0.03026634382566586,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,17,0.0857142857142857,15.57,0.09149130832570906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,43,0.0,0.0,0.2617801047120419,0.0,0.0,0.0,0.0,0.0,0.0,0.13089005235602094,0.0
1,0.0,0.0,0,0.0,16.97,0.0,0.5338078291814946,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
0,1.0,1.0,34,0.1071428571428571,0.0,0.5545286506469501,0.0,0.5,0.5,0.0,0.09242144177449169,0.0,0.0,0.0
0,0.0,0.0,21,0.0,0.0,1.282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,16,0.0,13.44,0.24660912453760792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,1,0.3428571428571428,16.32,0.0,0.06426735218508997,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0,0.0,15.64,0.0,1.4184397163120568,0.0,0.25,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,25,0.0,6.72,0.4132231404958678,0.0,0.0,0.0,0.0,0.0,0.0,0.2066115702479339,0.0
3,1.0,0.5,58,0.0,14.4,0.1053740779768177,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,30,0.0105263157894736,15.1,0.03995205753096284,0.0,0.0,0.0,0.0,0.0,0.0,0.03995205753096284,0.0
0,0.0,0.0,9,0.2,0.0,0.0,0.5586592178770949,0.0,2.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,16,0.0,0.0,0.0998003992015968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,45,0.0,10.29,0.041631973355537054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,44,0.0,16.42,0.0,0.04797313504437515,0.0,0.25,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,2,0.0,16.24,0.0,0.026184865147944488,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0,0.0,17.36,0.0,0.5434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,18,0.0,1.89,0.0,7.692307692307692,0.0,1.5,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,31,0.0,0.0,0.23255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.23255813953488372,0.0
2,0.0,0.0,24,0.1931818181818181,15.09,0.05720823798627002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.5,1.0,60,0.2912621359223301,7.54,0.06112469437652812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,19,0.0,0.0,0.08650519031141868,0.0,0.0,0.5,0.0,0.0,0.0,0.08650519031141868,0.0
0,0.0,0.0,21,0.0,0.0,0.0,4.347826086956522,0.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,29,0.1063829787234042,0.0,0.21528525296017226,0.41493775933609955,0.0,0.75,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,60,0.0,5.58,0.3496503496503497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,7,0.5217391304347826,0.0,0.1798561151079137,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0,0.0,16.27,0.0,0.03558718861209964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,1.0,0,0.0,14.5,0.036683785766691124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,46,0.0414507772020725,14.01,0.029411764705882353,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0,0.5,0.0,41,0.0,0.0,0.0,0.11918951132300357,0.0,0.0,0.0,0.0,0.0,0.0,0.05959475566150178
3,0.0,0.0,40,0.0,6.69,0.14970059880239522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,39,0.1458333333333333,14.13,0.03770739064856712,0.0,0.0,0.0,0.0,0.0,0.0,0.05656108597285068,0.0
3,0.0,0.0,24,0.0,16.03,0.018066847335140017,0.0,0.0,0.0,0.0,0.0,0.0,0.009033423667570008,0.0
3,0.0,0.0,44,0.0273037542662116,15.5,0.017850767583006067,0.0,0.0,0.0,0.0,0.0,0.0,0.017850767583006067,0.0
1,0.0,0.0,2,0.0,16.07,0.025025025025025023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.2,38,0.0,8.32,0.2168525402726146,1.1559139784946235,0.03508771929824561,0.7192982456140351,0.05376344086021505,0.0,0.0,0.12391573729863692,0.0
3,0.0,0.0,39,0.0,6.33,0.0,0.1858736059479554,0.0,0.5,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0,0.0,16.28,0.0,0.07541478129713423,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,46,0.0,7.62,0.0,0.2610966057441253,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,41,0.0136986301369863,15.27,0.0,0.01595405232929164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.6666666666666666,1.0,23,0.0,12.66,0.0334001336005344,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
