nearby_sites,ratio_lcluster,ratio_rcluster,longest_clip_len,ratio_low_MAPQ,clip_pos_std,lclip,rclip,cr_L1,cns_L1,ldisc_L1,rdisc_L1,dr_L1,cns_std_l_polyA,cns_std_r_polyA
4,0.0,1.0,36,0.0,39.05,0.0,0.9032258064516129,0.0,0.5714285714285714,0.0,0.0,0.0,0.029515938606847696,0.5161290322580645
3,0.0,0.0,41,0.0,8.54,0.1485884101040119,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,19,0.0,0.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0
0,1.0,1.0,63,0.0181818181818181,30.98,0.3361344537815126,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,29,0.0,10.08,0.0594883997620464,8.653846153846153,0.0,1.1,0.0,0.0,0.0,0.0594883997620464,5.769230769230769
1,1.0,1.0,34,0.2030075187969924,25.1,0.03714710252600297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03351206434316354
3,0.0,0.0,17,0.1614349775784753,15.7,0.038037276531000384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,10,0.0,11.5,0.24752475247524752,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,12,0.484375,0.0,0.12903225806451613,0.14388489208633093,0.3333333333333333,4.0,0.0,0.0,0.0,0.0,0.14388489208633093
4,0.0,0.0,20,0.0,15.63,0.035486160397444996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,14,0.0,9.5,0.29069767441860467,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,47,0.0,6.87,0.060459492140266025,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,41,0.0,15.46,0.0,0.018515089798185523,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,80,0.0165289256198347,26.88,0.0,0.05583472920156337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,44,0.0,9.5,0.0931098696461825,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,15,0.0,0.0,0.10090817356205853,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,1.0,1.0,42,0.0186915887850467,25.27,1.6351118760757317,0.08097165991902834,0.0,0.782608695652174,0.0,0.0,0.0,0.0,0.04048582995951417
1,0.0,0.0,0,0.0,9.5,0.0,0.17825311942959002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,18,0.0,0.0,0.0,0.15600624024961,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,42,0.0133333333333333,15.79,0.0,0.02238638907544213,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,32,0.0,5.33,0.28317152103559873,0.254323499491353,0.0,0.5,0.0,0.0,0.0,0.02022653721682848,0.1017293997965412
3,0.0,0.0,1,0.0471698113207547,16.72,0.03571428571428571,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
0,1.0,1.0,33,0.3162393162393162,0.0,0.07052186177715092,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0,0.0,9.5,0.0,0.3225806451612903,0.0,0.5,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,20,0.0,58.82,0.03536067892503536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.5,0.0,31,0.06,18.66,0.052164840897235255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,1.0,16,0.0,0.9,0.0,0.40584415584415584,0.0,1.0,0.0,0.0,0.0,0.17513134851138354,0.0
3,0.0,0.0,8,0.0714285714285714,10.04,0.0,0.7042253521126761,0.0,1.0,0.0,0.0,0.0,0.0,0.7042253521126761
1,1.0,0.0,46,0.0279720279720279,2.17,0.0,1.1175898931000974,0.043478260869565216,0.8260869565217391,0.04859086491739553,0.0,0.0,0.0,0.0
1,0.0,0.0,21,0.0,0.63,0.0,5.797101449275363,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,17,0.0,0.0,0.0,0.7936507936507936,0.0,1.0,0.0,0.0,0.0,0.0,0.7936507936507936
2,0.0,0.0,0,0.0,25.04,0.0,0.8928571428571428,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,12,0.04,0.0,0.09372071227741331,0.0,0.0,2.0,0.0,0.0,0.0,0.09372071227741331,0.0
2,0.0,0.0,3,0.0,16.89,0.049407114624505935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,1.0,22,0.0,10.83,0.0,300.0,1.0,0.5416666666666666,0.0,0.0,0.0,0.0,125.0
2,0.5,0.3333333333333333,40,0.0,33.17,0.41680843824430075,0.5897965202005309,0.011235955056179775,0.48314606741573035,0.0,0.008506294658046955,0.0,0.0,0.2801533470952522
2,0.0,0.0,31,0.0198019801980198,13.7,0.0,0.05104645227156713,0.0,0.0,0.0,0.0,0.0,0.0,0.05104645227156713
0,1.0,0.0,21,0.0,0.0,0.0,0.3048780487804878,0.0,1.0,0.0,0.0,0.0,0.0,0.3048780487804878
0,0.0,0.0,6,0.0,0.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0
1,0.0,0.0,19,0.0,6.81,0.4385964912280702,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,10,0.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.0
1,0.0,0.5,17,0.0,10.06,0.0,3.048780487804878,0.0,0.8,0.0,0.026082420448617628,0.5,0.0,2.4390243902439024
5,1.0,0.0,40,0.0,12.8,0.0,0.4125257828614289,0.0,0.8636363636363636,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0,0.1428571428571428,16.94,0.0,0.8849557522123894,0.0,0.25,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,18,0.0,0.0,0.11325028312570781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,17,0.0,9.5,0.33112582781456956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,29,0.0,5.15,2.2504892367906066,0.0,0.0,0.5652173913043478,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,37,0.0,14.99,0.04397537379067722,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.010199918400652794
2,0.0,0.0,29,0.0263157894736842,13.37,0.0,0.34071550255536626,0.0,2.5,0.0,0.0,0.0,0.3194888178913738,0.2555366269165247
2,0.0,0.0,42,0.0,12.33,0.03990422984836393,0.0,0.0,0.0,0.0,0.0,0.0,0.019952114924181964,0.0
1,1.0,1.0,41,0.0,15.0,0.0,0.031113876789047916,0.0,0.5,0.0,0.0,0.0,0.0,0.031113876789047916
1,0.0,0.0,3,0.0606060606060606,8.0,0.0,0.10893246187363835,0.0,0.5,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,67,0.0,13.36,0.0,0.019011406844106463,0.0,0.5,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,40,0.0181818181818181,8.71,0.539568345323741,0.37926675094816686,0.0,0.4,0.0,0.0,0.0,0.17985611510791366,0.0632111251580278
0,0.0,0.0,15,0.0,13.65,2.142857142857143,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,32,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,76,0.0,5.77,0.0,0.19607843137254904,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,0.0,1.0,36,0.0078740157480314,187.77,0.0,0.8247422680412372,0.0,0.5625,0.0,0.0,0.0,0.011460004584001832,0.0
0,0.0,0.0,11,0.1621621621621621,15.78,0.0,0.2032520325203252,0.0,2.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,22,0.0,0.0,0.1388888888888889,0.5649717514124294,0.0,0.6666666666666666,0.0,0.0,0.0,0.1388888888888889,0.2824858757062147
1,0.0,0.0,47,0.0,4.96,0.0,0.4273504273504274,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,25,0.0,27.22,0.7621951219512195,0.24875621890547267,0.0,1.2857142857142858,0.0,0.0,0.0,0.0,0.12437810945273634
1,0.0,1.0,60,0.0,0.85,0.0,1.5239477503628447,0.0,0.8571428571428571,0.0,0.01777461784571632,0.0,0.0,0.14513788098693758
2,0.0,0.0,69,0.0,11.09,0.029052876234747237,0.0,0.0,0.0,0.0,0.0,0.0,0.029052876234747237,0.0
2,0.0,0.0,39,0.0169491525423728,2.71,1.0452961672473868,0.0,0.0,1.5833333333333333,0.0,0.0,0.0,1.0452961672473868,0.1347708894878706
0,0.0,0.0,24,0.0,15.0,0.10482180293501049,0.0,0.0,0.0,0.0,0.0,0.0,0.10482180293501049,0.0
3,0.0,0.0,45,0.0,11.66,0.04488330341113106,0.0,1.0,0.5,0.0,0.0,0.0,0.02244165170556553,0.0
0,0.5,0.5,34,0.0,36.72,0.5857740585774059,0.19286403085824494,0.0,0.7272727272727273,0.0,0.0,0.0,0.2510460251046025,0.09643201542912247
0,0.0,0.0,39,0.0,12.22,0.0,0.09380863039399624,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,24,0.0,5.68,0.3846153846153846,0.0,0.0,0.5,0.0,0.0,0.0,0.3846153846153846,0.0
0,0.0,0.0,19,0.0,0.0,0.27624309392265195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,36,0.0142857142857142,17.5,0.0,0.043898156277436345,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,64,0.0,14.77,0.0,0.013829345871940256,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,39,0.0,28.02,0.0,2.5056947608200457,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.34168564920273353
6,0.0,0.0,22,0.0689655172413793,14.94,0.02206531332744925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,46,0.0,0.0,0.0,9.523809523809524,0.0,0.5,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,30,0.0,13.46,0.070298769771529,0.7675438596491229,0.0,0.9375,0.0,0.0,0.0,0.1054481546572935,0.6030701754385965
3,0.0,0.0,24,0.0,15.89,0.021105951878429716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,27,0.04,56.09,4.093567251461988,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.29239766081871343,0.09259259259259259
1,1.0,0.0,34,0.0,5.5,0.03929273084479371,2.6315789473684212,0.0,0.5,0.0,0.0,0.0,0.0,1.1513157894736843
3,0.0,0.0,0,0.2298850574712643,16.62,0.0,0.012462612163509473,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0,0.125,21.5,0.0,0.0945179584120983,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,39,0.0,15.03,0.0,0.03963535473642489,0.0,0.0,0.0,0.0,0.0,0.0,0.019817677368212445
2,0.0,0.0,25,0.0,6.0,0.5777310924369748,0.0,0.0,1.2727272727272727,0.0,0.0,0.0,0.31512605042016806,0.09463722397476342
1,0.0,0.0,0,0.1111111111111111,10.0,0.0,0.29411764705882354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1.0,0.0,38,0.0186915887850467,11.64,0.0,0.7230255839822024,0.0,1.5384615384615385,0.05561735261401557,0.0,0.0,0.060216780409474105,0.0
1,1.0,0.0,22,0.0,0.28,0.0,3.8194444444444446,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,24,0.0,0.0,1.6666666666666667,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
1,0.0,1.0,41,0.0,18.97,0.27322404371584696,0.303951367781155,0.2,0.6,0.0,0.09107468123861566,0.0,0.09107468123861566,0.0
2,0.0,0.0,0,0.0,10.92,0.0,1.5625,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,42,0.0,0.0,0.8113590263691685,0.1750700280112045,0.0,0.6923076923076923,0.0,0.0,0.0,0.30425963488843816,0.10504201680672269
0,0.0,0.0,45,0.0,15.5,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,1,0.6263736263736264,16.69,0.29325513196480935,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,15,0.1666666666666666,15.82,0.04570383912248629,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0,0.0,1.0,24,0.2105263157894736,0.0,10.576923076923077,0.0,0.0,1.0,0.0,0.4807692307692307,0.0,0.0,0.0
0,0.0,0.0,21,0.0,0.0,0.3058103975535168,0.9316770186335404,0.0,0.4,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,39,0.0,15.26,0.0,0.02072538860103627,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,36,0.0,23.34,0.04065040650406504,0.0,0.0,0.5,0.0,0.0,0.0,0.02032520325203252,0.0
2,0.0,0.0,30,0.0551724137931034,7.85,0.0,0.42452830188679247,0.0,1.0,0.0,0.0,0.0,0.12135922330097088,0.2358490566037736
0,0.0,0.0,17,0.0,0.0,0.5263157894736842,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0
2,0.0,1.0,39,0.0121951219512195,118.53,0.656968559361802,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.06568144499178982
2,0.0,0.0,33,0.1052631578947368,17.75,1.1764705882352942,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,15,0.0,0.0,0.0,0.4098360655737705,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,61,0.0,15.2,0.014568764568764568,0.0,0.0,0.0,0.0,0.0,0.0,0.007284382284382284,0.0
1,0.0,0.0,0,0.0,16.42,0.0,0.12195121951219513,0.0,0.5,0.0,0.0,0.0,0.0,0.0
1,0.0,1.0,49,0.0,15.04,0.1850481125092524,0.39087947882736157,0.058823529411764705,0.29411764705882354,0.0,0.037009622501850484,1.0,0.0,0.06514657980456026
1,0.0,0.0,18,0.0714285714285714,16.08,0.0,0.02221235006663705,0.0,0.0,0.0,0.0,0.0,0.0,0.02221235006663705
1,1.0,1.0,44,0.0,1.78,1.9512195121951221,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,30,0.0,21.65,5.172413793103448,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,19,0.0476190476190476,9.32,0.136986301369863,0.0,0.0,1.0,0.0,0.0,0.0,0.136986301369863,0.0
1,0.0,0.0,23,0.0754716981132075,14.44,0.13404825737265416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,23,0.0,0.0,0.6578947368421053,0.8064516129032259,0.5,1.0,0.0,0.0,0.0,0.0,0.8064516129032259
0,0.0,0.0,44,0.0085470085470085,15.02,0.02338087444470423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,41,0.0,11.06,0.05500550055005501,0.0,0.0,0.5,0.0,0.0,0.0,0.05500550055005501,0.0
3,0.0,0.0,0,0.0,15.07,0.0,0.04950495049504951,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0,0.0,17.31,0.0,0.13440860215053763,1.0,2.0,0.0,0.0,0.0,0.0,0.0
1,0.5,1.0,49,0.0,5.25,0.11061946902654868,1.3054830287206267,0.9166666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,1.0443864229765012
0,0.0,0.0,20,0.0,0.0,0.0,0.4464285714285714,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,31,0.0,2.4,0.08992805755395684,1.016260162601626,0.0,0.75,0.0,0.0,0.0,0.04496402877697842,0.3048780487804878
2,0.0,0.0,28,0.0,8.88,0.0,1.4598540145985401,0.0,1.0,0.0,0.0,0.0,0.0,1.094890510948905
1,0.0,0.0,28,0.0,5.29,0.0,0.7352941176470588,0.0,1.0,0.0,0.0,0.0,0.4566210045662101,0.0
5,0.0,0.0,7,0.0,16.02,0.0,0.17921146953405018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,22,0.0454545454545454,14.55,0.0,1.3513513513513513,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.5,43,0.0,10.88,1.1838440111420614,0.16592920353982302,0.08695652173913043,0.6521739130434783,0.0,0.1392757660167131,0.0,0.1392757660167131,0.11061946902654868
1,0.0,0.0,49,0.0833333333333333,13.89,0.2493143854400399,0.2162629757785467,0.0,0.7333333333333333,0.0,0.0,0.0,0.012465719272001994,0.08650519031141868
2,0.0,0.0,17,0.0,13.43,0.0,0.1841620626151013,1.0,1.0,0.0,0.0,0.0,0.07451564828614009,0.0
2,0.3333333333333333,0.5,45,0.0,16.07,0.0,0.23715415019762845,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,49,0.0,12.72,0.0,0.04008016032064128,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,17,0.0,14.21,0.07163323782234957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.5,0.0,45,0.1216216216216216,18.54,0.2683020314296665,0.0,0.0,2.142857142857143,0.04222972972972973,0.0,0.0,0.19164430816404754,0.0
3,0.0,0.0,24,0.3571428571428571,15.23,0.05924170616113744,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,36,0.0,12.76,0.0,0.08051529790660225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.0,0.0,37,0.0131578947368421,20.19,0.01904036557501904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,2,0.0,16.72,0.0,0.1636661211129296,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,35,0.0,13.44,0.0,0.10775862068965518,0.0,10.5,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,25,0.0512820512820512,5.66,0.14367816091954022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,16,0.0,6.23,0.7936507936507936,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
1,1.0,0.0,38,0.0734463276836158,96.32,0.13281815986476697,0.0,0.0,1.7272727272727273,0.0,0.0,0.0,0.1569669162038155,0.0
2,0.0,0.0,44,0.0178571428571428,15.68,0.0,0.047607712449416806,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,8,0.0625,0.0,0.29411764705882354,0.0,0.0,1.0,0.0,0.0,0.0,0.29411764705882354,0.0
0,0.0,0.0,31,0.0,0.0,0.0,4.444444444444445,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,46,0.0,0.0,0.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.6666666666666666
1,0.0,0.0,20,0.0,13.82,0.08628127696289906,0.0,0.0,0.0,0.0,0.0,0.0,0.04314063848144953,0.0
1,0.0,1.0,41,0.0,0.47,0.07607455306200077,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.06949270326615706
2,0.0,0.0,0,0.0,16.79,0.0,0.04098360655737705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0,0.0,16.59,0.0,0.07092198581560284,1.0,0.5,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,58,0.0,14.74,0.0,0.03745318352059925,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0,0.0,1.0,22,0.0,15.57,0.6086427267194157,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,35,0.2730923694779116,14.97,0.0,0.027434842249657063,0.0,0.5,0.0,0.0,0.0,0.0,0.013717421124828532
5,0.0,0.0,49,0.0,15.28,0.0,0.016691704223001168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,10,0.0,13.78,0.0,0.3968253968253968,0.0,0.875,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,47,0.0,10.72,0.0,0.0409165302782324,0.0,0.0,0.0,0.0,0.0,0.033288948069241014,0.0204582651391162
3,1.0,0.0,22,0.0136986301369863,18.56,0.0,0.36900369003690037,0.0,1.0555555555555556,0.0,0.0,0.0,0.05053057099545225,0.04100041000410004
0,0.0,0.0,1,0.0,16.16,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,5,0.0,16.48,0.08045052292839903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,12,0.0588235294117647,0.0,0.12285012285012284,3.9215686274509802,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,31,0.0,15.96,0.0,0.014692918013517483,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2,1.0,1.0,38,0.0,2.75,0.0,0.8467400508044031,0.0,0.85,0.04233700254022015,0.029325513196480937,0.0,0.05865102639296187,0.6773920406435224
0,1.0,1.0,24,0.0,16.49,1.8518518518518516,0.0,0.0,1.0416666666666667,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,28,0.0,14.73,0.04393673110720562,0.0,0.0,0.0,0.0,0.0,0.0,0.02196836555360281,0.0
0,0.0,0.0,24,0.0,0.0,0.6329113924050632,1.3157894736842106,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,18,0.0,6.6,0.7352941176470588,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,1,0.0,16.57,0.0,0.08695652173913043,0.0,0.5,0.0,0.0,0.0,0.0,0.0
5,1.0,0.0,2,0.0297029702970297,16.11,0.0,0.26525198938992045,0.0,0.25,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,40,0.032258064516129,17.33,0.18691588785046728,0.3434065934065934,0.0,0.5862068965517241,0.0,0.0,0.0,0.09345794392523364,0.20604395604395603
6,0.0,0.0,37,0.0,15.27,0.012509382036527395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,39,0.0,11.48,0.0,0.0673551863493489,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,13,0.0,9.5,0.5494505494505494,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,34,0.0181818181818181,15.3,0.0,0.027731558513588463,0.0,0.5,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,45,0.0,14.93,0.0,0.022366360993066426,0.0,0.0,0.0,0.0,0.0,0.023946360153256706,0.0
2,0.5,0.5,35,0.3591549295774648,15.06,0.07347538574577517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07037297677691766
2,1.0,0.0,44,0.0,25.82,0.0,0.3712871287128713,0.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.06188118811881188
1,0.0,1.0,45,0.0,8.27,0.0,0.9696969696969697,0.0,0.6875,0.0,0.0,0.0,0.016688918558077435,0.42424242424242425
1,0.0,0.0,20,0.0,7.43,1.0526315789473684,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,36,0.0,0.0,0.9560229445506692,0.33783783783783783,0.0,0.8571428571428571,0.0,0.0,0.0,0.19120458891013384,0.33783783783783783
0,0.0,0.0,6,0.0,0.0,1.25,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,1.25,0.0
2,0.0,0.0,35,0.0,15.43,0.0,0.010967317394165387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,22,0.0,9.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,18,0.0,11.08,0.11682242990654206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,32,0.0,15.06,0.06666666666666667,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0,0.0085470085470085,16.17,0.027472527472527472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,39,0.0,15.11,0.0,0.015110305228165607,0.0,2.0,0.0,0.0,0.0,0.0,0.015110305228165607
1,0.0,0.0,18,0.0,13.04,0.0,0.07418397626112759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,47,0.0116959064327485,6.27,2.8128587830080365,0.11037527593818985,0.0,0.1016949152542373,0.0,0.0,0.0,0.1722158438576349,0.02207505518763797
0,0.0,0.0,1,0.125,0.0,0.390625,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,60,0.0105263157894736,13.1,0.0,0.21715526601520088,0.08333333333333333,0.9166666666666666,0.0,0.0,0.0,0.05249343832020997,0.018096272167933407
2,0.6666666666666666,1.0,38,0.0,23.71,1.0566762728146013,0.0,0.0,1.0454545454545454,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,55,0.0,5.94,0.5102040816326531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,39,0.2631578947368421,0.0,0.15337423312883436,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,34,0.16,16.5,0.05927682276229994,0.0,0.0,4.0,0.0,0.0,0.0,0.009879470460383323,0.0
1,0.0,0.0,31,0.0,26.0,5.0,0.0,0.0,1.2,0.0,0.0,0.0,5.0,0.0
4,0.0,0.0,58,0.0,21.43,0.045289855072463775,0.0,0.0,0.0,0.0,0.0,0.0,0.022644927536231887,0.0
2,0.0,0.0,79,0.0,4.67,0.0,0.4273504273504274,1.0,0.0,0.0,0.0,0.0,0.0,0.4273504273504274
