nearby_sites,ratio_lcluster,ratio_rcluster,longest_clip_len,ratio_low_MAPQ,clip_pos_std,lclip,rclip,cr_Alu,cns_Alu,cr_L1,cns_L1,cr_SVA,cns_SVA,ldisc_Alu,rdisc_Alu,ldisc_L1,rdisc_L1,ldisc_SVA,rdisc_SVA,dr_Alu,dr_L1,dr_SVA,cns_std_l_polyA,cns_std_r_polyA
0,0.0,0.0,19,0.0,21.06,50.0,0.0,0.0,0.5526315789473685,0.0,0.6842105263157895,0.0,0.5789473684210527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,45,0.0,6.18,0.13550135501355015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13550135501355015,0.0
0,1.0,1.0,16,0.0,0.0,0.0,0.2304147465437788,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.1152073732718894,0.08291873963515754,0.0,0.0,0.0,0.0,0.0,0.0,0.2304147465437788
3,0.0,1.0,35,0.0826446280991735,16.88,0.0,0.3125,0.0,1.5,0.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15625
3,0.0,0.0,73,0.0,10.69,0.018355359765051395,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,28,0.0,7.0,0.0,0.4347826086956522,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2173913043478261
1,0.0,0.0,23,0.1481481481481481,12.85,0.1017293997965412,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1017293997965412,0.0
3,0.0,0.0,73,0.0,6.13,0.117096018735363,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,2,0.0,16.75,0.0,0.24271844660194175,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,47,0.0101010101010101,14.28,0.013572204125950053,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013572204125950053,0.0
1,0.0,0.0,34,0.0,1.41,0.0,4.545454545454546,0.0,0.5,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5681818181818182
2,0.0,0.0,1,0.0,16.69,0.0,0.03146633102580239,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,17,0.0,0.0,0.06684491978609625,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,24,0.0,0.0,0.0,2.0833333333333335,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,50,0.0,13.3,0.033760972316002696,0.14149274849663954,0.0,0.4,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10611956137247966
1,0.0,0.0,16,0.0,0.5,0.5494505494505494,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2747252747252747,0.0
0,0.0,0.0,14,0.0197368421052631,16.49,0.034916201117318434,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,10,0.0,13.77,0.16339869281045752,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,17,0.0,0.0,0.0,0.27027027027027023,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,1.0,40,0.0,12.8,0.07168458781362008,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.5,43,0.0,0.0,0.87890625,0.07966011683483804,0.0,0.4666666666666667,0.03333333333333333,0.5666666666666667,0.0,0.4,0.0,0.0,0.0,0.032552083333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,20,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,31,0.0,9.01,0.6347862886161659,0.0,1.0,0.9333333333333333,0.0,0.9,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876172607879925
2,0.0,0.0,33,0.0124223602484472,15.2,0.0,0.031338138514572234,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0,0.0,9.5,0.0,0.2770083102493075,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,13,0.0,0.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,23,0.2222222222222222,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0,0.0,16.09,0.0,0.02079866888519135,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,31,0.0,22.99,0.0,3.0769230769230766,0.0,1.0,0.0,0.875,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3076923076923075
6,0.0,0.0,43,0.0,10.99,0.0,0.04793863854266539,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,44,0.0,0.0,0.0,0.32808398950131235,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,24,0.25,20.74,0.0,0.3048780487804878,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,12,0.0,14.86,0.6172839506172839,0.0,0.0,0.5,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,30,0.0,9.5,0.12690355329949238,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,34,0.0,19.49,0.0,0.5639097744360902,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,1.0,20,0.0,6.5,0.0,0.6410256410256411,0.0,0.8333333333333334,0.0,0.8333333333333334,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,31,0.0,9.8,0.7317073170731708,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,21,0.2222222222222222,0.0,0.0,0.9259259259259258,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,15,0.0,9.5,0.25510204081632654,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,18,0.0769230769230769,0.0,0.0,2.314814814814815,0.0,0.4,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.2,0.5,58,0.0,15.69,0.7299270072992701,0.0,0.0,1.0,0.0,1.125,0.0,0.75,0.0,0.0,0.027548209366391185,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.36496350364963503,0.0
0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.875,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,52,0.0,0.0,0.12816404998397948,0.9523809523809523,0.7142857142857143,0.6428571428571429,0.0,0.6428571428571429,0.0,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03204101249599487,0.0
3,1.0,0.0,28,0.0338983050847457,31.21,0.25510204081632654,0.9652509652509653,0.0,0.8947368421052632,0.0,0.8947368421052632,0.0,0.7368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25510204081632654,0.0
0,0.0,0.0,16,0.0,0.0,0.0,0.5208333333333334,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,31,0.0,1.2,0.0,1.2578616352201257,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13774104683195593,0.9433962264150942
0,1.0,1.0,55,0.0,6.56,0.07159904534606205,1.9138755980861246,0.02857142857142857,0.7714285714285715,0.0,0.6857142857142857,0.0,0.7714285714285715,0.0,0.02386634844868735,0.059808612440191394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.5,35,0.0,23.12,0.0,0.6717420510523959,0.0,0.9666666666666667,0.06666666666666667,1.0333333333333334,0.0,0.6333333333333333,0.0,0.0,0.04478280340349306,0.0,0.0,0.0,0.0,0.25,0.0,0.11565150346954511,0.4254366323331841
0,1.0,0.0,55,0.0,0.0,0.0,2.150537634408602,0.0625,0.8125,0.875,0.6875,0.0,0.6875,0.13440860215053763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13440860215053763
0,0.0,0.0,26,0.0769230769230769,0.0,2.0527859237536656,0.19305019305019305,0.0,0.875,0.0,1.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19305019305019305
2,0.3333333333333333,1.0,48,0.0,29.06,0.0,1.0600706713780919,0.0,1.0333333333333334,0.06666666666666667,1.1,0.0,0.43333333333333335,0.0,0.005032206119162641,0.0706713780918728,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.9540636042402827
0,1.0,1.0,24,0.0,0.0,0.0,0.08169934640522876,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,18,0.5,0.0,0.0,0.5494505494505494,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0,0.0,10.0,0.0,2.7027027027027026,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,32,0.0,16.72,1.171875,0.2469135802469136,0.0,0.75,0.0,0.75,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,47,0.0,14.82,0.019956096587507483,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.0,0.0,24,0.0,45.0,0.8474576271186441,0.0,0.0,0.625,0.0,0.625,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,3,0.0,16.23,0.028604118993135013,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,78,0.0166666666666666,11.65,0.0,0.7623888182973316,1.0,0.9166666666666666,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06787330316742081,0.7623888182973316
0,0.0,0.0,12,0.0,0.0,0.2,0.8695652173913044,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4347826086956522
0,0.0,0.0,14,0.0,0.0,0.0,0.17152658662092624,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,30,0.0,15.16,0.031338138514572234,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.5,0.0,49,0.0,0.0,0.38412291933418696,0.8474576271186441,0.07142857142857142,0.7142857142857143,0.0,0.5714285714285714,0.0,0.5714285714285714,0.10593220338983052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32010243277848915,0.0
1,0.0,0.0,17,0.0,9.5,1.5151515151515151,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,1,0.1699346405228758,16.65,0.0,0.03773584905660377,1.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,10,0.2342857142857143,16.78,0.0,0.1440922190201729,0.0,2.5,1.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,22,0.0625,15.97,0.0,0.09652509652509653,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,0.0,53,0.2127659574468085,38.67,0.3091190108191654,0.5945945945945946,0.0,1.0526315789473684,0.0,0.9473684210526315,0.0,0.7894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13523956723338487,0.0
0,0.0,0.0,32,0.0714285714285714,0.0,1.5,0.12690355329949238,0.0,0.75,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,46,0.0,0.0,0.13157894736842105,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,36,0.0,6.51,1.0101010101010102,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2626262626262625,0.0
5,0.0,0.0,1,0.0,16.58,0.019904458598726114,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,33,0.1,0.0,1.6842105263157894,0.14598540145985403,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.7222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14598540145985403
3,0.0,0.0,30,0.0,15.71,0.0,0.011981787682722263,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,1,0.0,16.99,0.0,0.42194092827004215,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,35,0.0,9.92,0.3654080389768575,0.8490566037735849,0.0,0.8,0.0,0.8,0.0,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,54,0.0,15.3,0.008468834688346884,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0,0.0588235294117647,18.17,0.0,0.4098360655737705,0.0,3.5,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,31,0.0,73.87,0.07482229704451926,0.5623721881390593,0.0,0.6,0.0,0.6,0.0,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,14,0.029585798816567994,16.18,0.0,0.02887669650591972,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,1.0,31,0.003683241252302,110.87,0.0,0.12083375289497533,0.0,0.6666666666666666,0.0,0.7916666666666666,1.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010069479407914611
6,0.0,0.0,74,0.0188679245283018,16.54,0.0,0.5971769815418023,0.0,0.9545454545454546,0.0,1.0,0.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31520882584712373,0.027144408251900107
3,0.0,0.0,30,0.0601503759398496,13.71,0.058513750731421885,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,39,0.0,0.0,0.0,0.29910269192422734,0.0,0.3333333333333333,0.0,1.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.5,50,0.0,25.89,1.9230769230769231,0.0,0.0,0.9655172413793104,0.0,1.0344827586206897,0.0,1.0344827586206897,0.0,0.06631299734748011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5915119363395225,0.0
1,0.5,0.5,49,0.1666666666666666,0.98,0.0,0.6818181818181818,0.0,1.6666666666666667,0.0,1.3333333333333333,0.0,1.3333333333333333,0.22727272727272727,0.21645021645021645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4329004329004329,0.0
